event_date,event_name,has_deal_category,account_id,event_count,unique_users
NULL,move_deal_stage,PIPELINE,account_109,6,6
NULL,move_deal_stage,PIPELINE,account_11,4,4
NULL,move_deal_stage,PIPELINE,account_110,14,13
NULL,move_deal_stage,PIPELINE,account_111,14,12
NULL,move_deal_stage,PIPELINE,account_112,2,2
NULL,move_deal_stage,PIPELINE,account_113,6,6
NULL,move_deal_stage,PIPELINE,account_114,11,9
NULL,move_deal_stage,PIPELINE,account_115,8,6
NULL,move_deal_stage,PIPELINE,account_116,9,7
NULL,move_deal_stage,PIPELINE,account_117,5,5
NULL,move_deal_stage,PIPELINE,account_118,6,6
NULL,move_deal_stage,PIPELINE,account_119,6,5
NULL,move_deal_stage,PIPELINE,account_12,9,9
NULL,move_deal_stage,PIPELINE,account_120,5,4
NULL,move_deal_stage,PIPELINE,account_13,4,4
NULL,move_deal_stage,PIPELINE,account_14,11,8
NULL,move_deal_stage,PIPELINE,account_15,11,10
NULL,move_deal_stage,PIPELINE,account_16,9,8
NULL,move_deal_stage,PIPELINE,account_17,11,8
NULL,move_deal_stage,PIPELINE,account_18,6,5
NULL,move_deal_stage,PIPELINE,account_19,5,5
NULL,move_deal_stage,PIPELINE,account_2,14,12
NULL,move_deal_stage,PIPELINE,account_20,9,8
NULL,move_deal_stage,PIPELINE,account_21,12,10
NULL,move_deal_stage,PIPELINE,account_22,7,5
NULL,move_deal_stage,PIPELINE,account_23,11,10
NULL,move_deal_stage,PIPELINE,account_24,10,8
NULL,move_deal_stage,PIPELINE,account_25,8,8
NULL,move_deal_stage,PIPELINE,account_26,4,4
NULL,move_deal_stage,PIPELINE,account_27,9,9
NULL,move_deal_stage,PIPELINE,account_28,8,8
NULL,move_deal_stage,PIPELINE,account_29,9,7
NULL,move_deal_stage,PIPELINE,account_3,15,13
NULL,move_deal_stage,PIPELINE,account_30,5,5
NULL,move_deal_stage,PIPELINE,account_31,9,7
NULL,move_deal_stage,PIPELINE,account_32,5,5
NULL,move_deal_stage,PIPELINE,account_33,3,3
NULL,move_deal_stage,PIPELINE,account_34,7,7
NULL,move_deal_stage,PIPELINE,account_35,10,9
NULL,move_deal_stage,PIPELINE,account_36,10,10
NULL,move_deal_stage,PIPELINE,account_37,8,8
NULL,move_deal_stage,PIPELINE,account_38,3,3
NULL,move_deal_stage,PIPELINE,account_39,13,12
NULL,move_deal_stage,PIPELINE,account_4,6,6
NULL,move_deal_stage,PIPELINE,account_40,10,9
NULL,move_deal_stage,PIPELINE,account_41,10,9
NULL,move_deal_stage,PIPELINE,account_42,6,5
NULL,move_deal_stage,PIPELINE,account_43,7,6
NULL,move_deal_stage,PIPELINE,account_44,3,3
NULL,move_deal_stage,PIPELINE,account_45,9,7
NULL,move_deal_stage,PIPELINE,account_46,8,7
NULL,move_deal_stage,PIPELINE,account_47,8,6
NULL,move_deal_stage,PIPELINE,account_48,4,4
NULL,move_deal_stage,PIPELINE,account_49,5,5
NULL,move_deal_stage,PIPELINE,account_5,9,9
NULL,move_deal_stage,PIPELINE,account_50,12,10
NULL,move_deal_stage,PIPELINE,account_51,7,6
NULL,move_deal_stage,PIPELINE,account_52,7,7
NULL,move_deal_stage,PIPELINE,account_53,11,9
NULL,move_deal_stage,PIPELINE,account_54,11,9
NULL,move_deal_stage,PIPELINE,account_55,6,5
NULL,move_deal_stage,PIPELINE,account_56,13,13
NULL,move_deal_stage,PIPELINE,account_57,5,5
NULL,move_deal_stage,PIPELINE,account_58,6,6
NULL,move_deal_stage,PIPELINE,account_59,11,9
NULL,move_deal_stage,PIPELINE,account_6,8,8
NULL,move_deal_stage,PIPELINE,account_60,10,9
NULL,move_deal_stage,PIPELINE,account_61,6,6
NULL,move_deal_stage,PIPELINE,account_62,8,7
NULL,move_deal_stage,PIPELINE,account_63,7,7
NULL,move_deal_stage,PIPELINE,account_64,9,9
NULL,move_deal_stage,PIPELINE,account_65,5,4
NULL,move_deal_stage,PIPELINE,account_66,11,11
NULL,move_deal_stage,PIPELINE,account_67,9,7
NULL,move_deal_stage,PIPELINE,account_68,8,7
NULL,move_deal_stage,PIPELINE,account_69,6,6
NULL,move_deal_stage,PIPELINE,account_7,6,4
NULL,move_deal_stage,PIPELINE,account_70,7,6
NULL,move_deal_stage,PIPELINE,account_71,7,6
NULL,move_deal_stage,PIPELINE,account_72,5,5
NULL,move_deal_stage,PIPELINE,account_73,12,11
NULL,move_deal_stage,PIPELINE,account_74,8,8
NULL,move_deal_stage,PIPELINE,account_75,7,7
NULL,move_deal_stage,PIPELINE,account_76,8,7
NULL,move_deal_stage,PIPELINE,account_77,8,8
NULL,move_deal_stage,PIPELINE,account_78,4,4
NULL,move_deal_stage,PIPELINE,account_79,8,8
NULL,move_deal_stage,PIPELINE,account_8,11,11
NULL,move_deal_stage,PIPELINE,account_80,5,4
NULL,move_deal_stage,PIPELINE,account_81,9,9
NULL,move_deal_stage,PIPELINE,account_82,10,10
NULL,move_deal_stage,PIPELINE,account_83,6,5
NULL,move_deal_stage,PIPELINE,account_84,11,9
NULL,move_deal_stage,PIPELINE,account_85,5,4
NULL,move_deal_stage,PIPELINE,account_86,9,9
NULL,move_deal_stage,PIPELINE,account_87,7,7
NULL,move_deal_stage,PIPELINE,account_88,9,9
NULL,move_deal_stage,PIPELINE,account_89,8,7
NULL,move_deal_stage,PIPELINE,account_9,9,8
NULL,move_deal_stage,PIPELINE,account_90,9,9
NULL,move_deal_stage,PIPELINE,account_91,6,6
NULL,move_deal_stage,PIPELINE,account_92,11,9
NULL,move_deal_stage,PIPELINE,account_93,11,10
NULL,move_deal_stage,PIPELINE,account_94,9,8
NULL,move_deal_stage,PIPELINE,account_95,7,6
NULL,move_deal_stage,PIPELINE,account_96,11,10
NULL,move_deal_stage,PIPELINE,account_97,14,13
NULL,move_deal_stage,PIPELINE,account_98,12,11
NULL,move_deal_stage,PIPELINE,account_99,15,14
NULL,user_login,AUTH,account_29,1,1
NULL,user_login,AUTH,account_45,1,1
NULL,user_login,AUTH,account_56,1,1
NULL,user_login,AUTH,account_69,1,1
NULL,view_dashboard,OTHER,NULL,4,4
NULL,view_dashboard,OTHER,account_1,1,1
NULL,view_dashboard,OTHER,account_10,1,1
NULL,view_dashboard,OTHER,account_100,5,5
NULL,view_dashboard,OTHER,account_101,4,3
NULL,view_dashboard,OTHER,account_102,2,2
NULL,view_dashboard,OTHER,account_103,5,5
NULL,view_dashboard,OTHER,account_104,2,2
NULL,view_dashboard,OTHER,account_105,6,6
NULL,view_dashboard,OTHER,account_106,4,4
NULL,view_dashboard,OTHER,account_107,4,4
NULL,view_dashboard,OTHER,account_108,3,2
NULL,view_dashboard,OTHER,account_109,3,3
NULL,view_dashboard,OTHER,account_11,5,5
NULL,view_dashboard,OTHER,account_110,3,3
NULL,view_dashboard,OTHER,account_112,3,3
NULL,view_dashboard,OTHER,account_113,4,4
NULL,view_dashboard,OTHER,account_114,3,3
NULL,view_dashboard,OTHER,account_115,4,4
NULL,view_dashboard,OTHER,account_116,1,1
NULL,view_dashboard,OTHER,account_117,4,4
NULL,view_dashboard,OTHER,account_118,2,2
NULL,view_dashboard,OTHER,account_12,2,2
NULL,view_dashboard,OTHER,account_120,1,0
NULL,view_dashboard,OTHER,account_13,2,2
NULL,view_dashboard,OTHER,account_14,5,5
NULL,view_dashboard,OTHER,account_15,5,5
NULL,view_dashboard,OTHER,account_16,1,1
NULL,view_dashboard,OTHER,account_17,4,4
NULL,view_dashboard,OTHER,account_18,2,2
NULL,view_dashboard,OTHER,account_19,4,4
NULL,view_dashboard,OTHER,account_2,4,4
NULL,view_dashboard,OTHER,account_20,2,2
NULL,view_dashboard,OTHER,account_21,4,4
NULL,view_dashboard,OTHER,account_22,1,1
NULL,view_dashboard,OTHER,account_23,4,4
NULL,view_dashboard,OTHER,account_24,4,4
NULL,view_dashboard,OTHER,account_25,1,1
NULL,view_dashboard,OTHER,account_26,3,3
NULL,view_dashboard,OTHER,account_27,4,4
NULL,view_dashboard,OTHER,account_28,3,2
NULL,view_dashboard,OTHER,account_29,5,5
NULL,view_dashboard,OTHER,account_3,4,3
NULL,view_dashboard,OTHER,account_30,3,3
NULL,view_dashboard,OTHER,account_31,3,3
NULL,view_dashboard,OTHER,account_33,1,1
NULL,view_dashboard,OTHER,account_34,2,2
NULL,view_dashboard,OTHER,account_35,2,2
NULL,view_dashboard,OTHER,account_36,1,1
NULL,view_dashboard,OTHER,account_37,2,2
NULL,view_dashboard,OTHER,account_38,1,1
NULL,view_dashboard,OTHER,account_4,2,2
NULL,view_dashboard,OTHER,account_40,1,1
NULL,view_dashboard,OTHER,account_41,5,4
NULL,view_dashboard,OTHER,account_42,3,3
NULL,view_dashboard,OTHER,account_43,2,2
NULL,view_dashboard,OTHER,account_44,4,4
NULL,view_dashboard,OTHER,account_45,2,2
NULL,view_dashboard,OTHER,account_46,3,3
NULL,view_dashboard,OTHER,account_47,1,1
NULL,view_dashboard,OTHER,account_48,3,3
NULL,view_dashboard,OTHER,account_5,7,7
NULL,view_dashboard,OTHER,account_50,1,1
NULL,view_dashboard,OTHER,account_51,5,4
NULL,view_dashboard,OTHER,account_52,2,2
NULL,view_dashboard,OTHER,account_53,3,3
NULL,view_dashboard,OTHER,account_55,1,1
NULL,view_dashboard,OTHER,account_56,2,2
NULL,view_dashboard,OTHER,account_57,3,3
NULL,view_dashboard,OTHER,account_58,1,1
NULL,view_dashboard,OTHER,account_59,4,4
NULL,view_dashboard,OTHER,account_6,2,2
NULL,view_dashboard,OTHER,account_60,2,2
NULL,view_dashboard,OTHER,account_62,4,4
NULL,view_dashboard,OTHER,account_63,3,3
NULL,view_dashboard,OTHER,account_64,3,3
NULL,view_dashboard,OTHER,account_65,1,1
NULL,view_dashboard,OTHER,account_66,3,3
NULL,view_dashboard,OTHER,account_67,1,1
NULL,view_dashboard,OTHER,account_68,2,2
NULL,view_dashboard,OTHER,account_69,3,3
NULL,view_dashboard,OTHER,account_7,2,1
NULL,view_dashboard,OTHER,account_70,4,4
NULL,view_dashboard,OTHER,account_71,4,4
NULL,view_dashboard,OTHER,account_72,6,6
NULL,view_dashboard,OTHER,account_73,3,3
NULL,view_dashboard,OTHER,account_74,4,4
NULL,view_dashboard,OTHER,account_77,4,4
NULL,view_dashboard,OTHER,account_78,1,1
NULL,view_dashboard,OTHER,account_79,1,1
NULL,view_dashboard,OTHER,account_8,5,5
NULL,view_dashboard,OTHER,account_80,5,5
NULL,view_dashboard,OTHER,account_81,1,1
NULL,view_dashboard,OTHER,account_82,2,2
NULL,view_dashboard,OTHER,account_83,1,1
NULL,view_dashboard,OTHER,account_84,3,3
NULL,view_dashboard,OTHER,account_85,4,4
NULL,view_dashboard,OTHER,account_86,1,1
NULL,view_dashboard,OTHER,account_87,2,2
NULL,view_dashboard,OTHER,account_88,1,1
NULL,view_dashboard,OTHER,account_89,3,2
NULL,view_dashboard,OTHER,account_9,1,1
NULL,view_dashboard,OTHER,account_90,2,2
NULL,view_dashboard,OTHER,account_91,3,3
NULL,view_dashboard,OTHER,account_92,4,4
NULL,view_dashboard,OTHER,account_93,3,3
NULL,view_dashboard,OTHER,account_94,2,2
NULL,view_dashboard,OTHER,account_95,2,2
NULL,view_dashboard,OTHER,account_96,4,3
NULL,view_dashboard,OTHER,account_97,1,1
NULL,view_dashboard,OTHER,account_98,6,6
NULL,view_dashboard,OTHER,account_99,2,2
NULL,ViewDashboard,OTHER,account_3,1,1
NULL,ViewDashboard,OTHER,account_33,1,1
NULL,ViewDashboard,OTHER,account_43,1,1
NULL,ViewDashboard,OTHER,account_63,1,1
NULL,ViewDashboard,OTHER,account_7,1,1
NULL,ViewDashboard,OTHER,account_91,1,1
NULL,ViewDashboard,OTHER,account_96,1,1
2026-01-01,create_deal,PIPELINE,NULL,1,1
2026-01-01,create_deal,PIPELINE,account_2,4,1
2026-01-01,create_deal,PIPELINE,account_28,1,1
2026-01-01,create_deal,PIPELINE,account_84,4,1
2026-01-01,enable_automation,AUTOMATION,account_2,3,1
2026-01-01,enable_automation,AUTOMATION,account_28,1,1
2026-01-01,invite_user,OTHER,account_28,1,1
2026-01-01,invite_user,OTHER,account_84,2,1
2026-01-01,log_activity,ACTIVITY,account_2,2,1
2026-01-01,log_activity,ACTIVITY,account_84,5,1
2026-01-01,login,AUTH,account_2,2,1
2026-01-01,login,AUTH,account_84,1,1
2026-01-01,move_deal_stage,PIPELINE,account_2,2,1
2026-01-01,move_deal_stage,PIPELINE,account_28,4,1
2026-01-01,move_deal_stage,PIPELINE,account_84,2,1
2026-01-02,create_deal,PIPELINE,account_30,1,1
2026-01-02,create_deal,PIPELINE,account_77,2,1
2026-01-02,enable_automation,AUTOMATION,account_30,1,1
2026-01-02,enable_automation,AUTOMATION,account_42,1,1
2026-01-02,enable_automation,AUTOMATION,account_77,1,1
2026-01-02,enable_automation,AUTOMATION,account_88,1,1
2026-01-02,invite_user,OTHER,account_77,3,1
2026-01-02,invite_user,OTHER,account_88,1,1
2026-01-02,log_activity,ACTIVITY,account_30,1,1
2026-01-02,log_activity,ACTIVITY,account_77,2,1
2026-01-02,log_activity,ACTIVITY,account_88,1,1
2026-01-02,move_deal_stage,PIPELINE,account_30,1,1
2026-01-02,move_deal_stage,PIPELINE,account_77,2,1
2026-01-02,user_login,AUTH,account_77,1,1
2026-01-02,view_dashboard,OTHER,account_42,1,1
2026-01-02,view_dashboard,OTHER,account_77,2,1
2026-01-03,create_deal,PIPELINE,account_28,1,1
2026-01-03,create_deal,PIPELINE,account_68,2,1
2026-01-03,create_deal,PIPELINE,account_87,1,1
2026-01-03,enable_automation,AUTOMATION,account_14,1,1
2026-01-03,enable_automation,AUTOMATION,account_28,1,1
2026-01-03,enable_automation,AUTOMATION,account_68,1,1
2026-01-03,enable_automation,AUTOMATION,account_71,1,1
2026-01-03,enable_automation,AUTOMATION,account_87,1,1
2026-01-03,invite_user,OTHER,account_68,1,1
2026-01-03,invite_user,OTHER,account_87,1,1
2026-01-03,log_activity,ACTIVITY,account_14,2,1
2026-01-03,log_activity,ACTIVITY,account_28,2,1
2026-01-03,log_activity,ACTIVITY,account_57,1,1
2026-01-03,log_activity,ACTIVITY,account_71,2,1
2026-01-03,log_activity,ACTIVITY,account_87,1,1
2026-01-03,login,AUTH,account_71,1,1
2026-01-03,login,AUTH,account_87,1,1
2026-01-03,move_deal_stage,PIPELINE,account_14,2,1
2026-01-03,move_deal_stage,PIPELINE,account_28,2,1
2026-01-03,move_deal_stage,PIPELINE,account_68,4,1
2026-01-03,move_deal_stage,PIPELINE,account_71,2,1
2026-01-03,move_deal_stage,PIPELINE,account_87,1,1
2026-01-03,view_dashboard,OTHER,account_14,1,1
2026-01-03,ViewDashboard,OTHER,account_87,1,1
2026-01-04,create_deal,PIPELINE,account_60,1,1
2026-01-04,create_deal,PIPELINE,account_67,3,1
2026-01-04,enable_automation,AUTOMATION,account_10,2,1
2026-01-04,enable_automation,AUTOMATION,account_60,1,1
2026-01-04,enable_automation,AUTOMATION,account_67,3,1
2026-01-04,invite_user,OTHER,account_10,1,1
2026-01-04,invite_user,OTHER,account_67,2,1
2026-01-04,invite_user,OTHER,account_77,1,1
2026-01-04,log_activity,ACTIVITY,account_10,1,1
2026-01-04,log_activity,ACTIVITY,account_60,1,1
2026-01-04,log_activity,ACTIVITY,account_67,5,1
2026-01-04,login,AUTH,account_60,1,1
2026-01-04,move_deal_stage,PIPELINE,account_60,1,1
2026-01-04,move_deal_stage,PIPELINE,account_67,3,1
2026-01-04,move_deal_stage,PIPELINE,account_77,1,1
2026-01-04,view_dashboard,OTHER,account_67,1,1
2026-01-05,create_deal,PIPELINE,account_100,1,1
2026-01-05,create_deal,PIPELINE,account_101,1,1
2026-01-05,create_deal,PIPELINE,account_12,2,1
2026-01-05,enable_automation,AUTOMATION,account_100,1,1
2026-01-05,enable_automation,AUTOMATION,account_101,2,1
2026-01-05,enable_automation,AUTOMATION,account_12,3,1
2026-01-05,enable_automation,AUTOMATION,account_15,2,1
2026-01-05,invite_user,OTHER,account_100,1,1
2026-01-05,invite_user,OTHER,account_119,1,1
2026-01-05,log_activity,ACTIVITY,account_101,2,1
2026-01-05,log_activity,ACTIVITY,account_119,1,1
2026-01-05,log_activity,ACTIVITY,account_12,2,1
2026-01-05,log_activity,ACTIVITY,account_15,3,1
2026-01-05,login,AUTH,account_100,1,1
2026-01-05,login,AUTH,account_12,1,1
2026-01-05,login,AUTH,account_15,1,1
2026-01-05,move_deal_stage,PIPELINE,account_101,1,1
2026-01-05,move_deal_stage,PIPELINE,account_119,1,1
2026-01-05,move_deal_stage,PIPELINE,account_15,1,1
2026-01-05,view_dashboard,OTHER,account_119,2,1
2026-01-05,view_dashboard,OTHER,account_12,1,1
2026-01-05,view_dashboard,OTHER,account_15,1,1
2026-01-06,create_deal,PIPELINE,account_64,4,1
2026-01-06,enable_automation,AUTOMATION,account_64,1,1
2026-01-06,log_activity,ACTIVITY,account_117,2,1
2026-01-06,log_activity,ACTIVITY,account_64,1,1
2026-01-06,login,AUTH,account_64,1,1
2026-01-06,move_deal_stage,PIPELINE,account_117,1,1
2026-01-06,move_deal_stage,PIPELINE,account_64,5,1
2026-01-06,view_dashboard,OTHER,account_117,1,1
2026-01-07,create_deal,PIPELINE,account_28,4,1
2026-01-07,create_deal,PIPELINE,account_38,1,1
2026-01-07,enable_automation,AUTOMATION,account_28,2,1
2026-01-07,invite_user,OTHER,account_28,1,1
2026-01-07,invite_user,OTHER,account_38,1,1
2026-01-07,log_activity,ACTIVITY,account_108,2,1
2026-01-07,log_activity,ACTIVITY,account_38,1,1
2026-01-07,move_deal_stage,PIPELINE,account_108,1,1
2026-01-07,move_deal_stage,PIPELINE,account_28,2,1
2026-01-07,move_deal_stage,PIPELINE,account_38,1,1
2026-01-07,view_dashboard,OTHER,account_28,1,1
2026-01-08,create_deal,PIPELINE,account_21,1,1
2026-01-08,create_deal,PIPELINE,account_25,3,1
2026-01-08,enable_automation,AUTOMATION,account_36,1,1
2026-01-08,log_activity,ACTIVITY,account_21,2,1
2026-01-08,log_activity,ACTIVITY,account_25,5,1
2026-01-08,log_activity,ACTIVITY,account_36,3,1
2026-01-08,move_deal_stage,PIPELINE,account_21,3,1
2026-01-08,move_deal_stage,PIPELINE,account_25,3,1
2026-01-08,view_dashboard,OTHER,account_25,2,1
2026-01-08,view_dashboard,OTHER,account_36,1,1
2026-01-09,create_deal,PIPELINE,account_37,3,1
2026-01-09,create_deal,PIPELINE,account_44,1,1
2026-01-09,create_deal,PIPELINE,account_53,1,1
2026-01-09,enable_automation,AUTOMATION,account_37,4,1
2026-01-09,enable_automation,AUTOMATION,account_44,2,1
2026-01-09,enable_automation,AUTOMATION,account_53,2,1
2026-01-09,invite_user,OTHER,account_44,1,1
2026-01-09,log_activity,ACTIVITY,NULL,1,1
2026-01-09,log_activity,ACTIVITY,account_37,1,1
2026-01-09,log_activity,ACTIVITY,account_44,4,1
2026-01-09,log_activity,ACTIVITY,account_53,1,1
2026-01-09,login,AUTH,account_44,1,1
2026-01-09,move_deal_stage,PIPELINE,account_37,3,1
2026-01-09,move_deal_stage,PIPELINE,account_44,2,1
2026-01-09,move_deal_stage,PIPELINE,account_53,2,1
2026-01-09,view_dashboard,OTHER,account_37,1,1
2026-01-09,view_dashboard,OTHER,account_44,1,1
2026-01-10,create_deal,PIPELINE,account_25,2,1
2026-01-10,create_deal,PIPELINE,account_7,1,1
2026-01-10,create_deal,PIPELINE,account_97,1,1
2026-01-10,enable_automation,AUTOMATION,account_7,2,1
2026-01-10,enable_automation,AUTOMATION,account_97,1,1
2026-01-10,invite_user,OTHER,account_7,1,1
2026-01-10,invite_user,OTHER,account_97,1,1
2026-01-10,log_activity,ACTIVITY,account_97,5,1
2026-01-10,login,AUTH,account_25,1,1
2026-01-10,login,AUTH,account_97,3,1
2026-01-10,move_deal_stage,PIPELINE,account_25,2,1
2026-01-10,move_deal_stage,PIPELINE,account_7,1,1
2026-01-10,move_deal_stage,PIPELINE,account_97,4,1
2026-01-10,view_dashboard,OTHER,account_25,2,1
2026-01-11,create_deal,PIPELINE,account_113,2,1
2026-01-11,create_deal,PIPELINE,account_116,2,1
2026-01-11,create_deal,PIPELINE,account_63,1,0
2026-01-11,create_deal,PIPELINE,account_68,1,1
2026-01-11,create_deal,PIPELINE,account_74,1,1
2026-01-11,enable_automation,AUTOMATION,account_113,2,1
2026-01-11,enable_automation,AUTOMATION,account_116,1,1
2026-01-11,enable_automation,AUTOMATION,account_63,1,1
2026-01-11,invite_user,OTHER,account_63,1,1
2026-01-11,log_activity,ACTIVITY,account_116,1,1
2026-01-11,log_activity,ACTIVITY,account_63,4,1
2026-01-11,log_activity,ACTIVITY,account_74,1,1
2026-01-11,login,AUTH,account_113,1,1
2026-01-11,move_deal_stage,PIPELINE,account_68,2,1
2026-01-11,move_deal_stage,PIPELINE,account_74,1,1
2026-01-11,view_dashboard,OTHER,account_113,1,1
2026-01-12,create_deal,PIPELINE,account_112,1,1
2026-01-12,create_deal,PIPELINE,account_14,4,1
